URL,Source,h1,p
https://relm.com.au/products/crop-stool-750mm,https://relm.com.au,Crop Stool > 750mm,"Your cart is empty ### SKU:CRP.750.AOAK.W ### The 750mm white Crop bar stool features detailed timber joinery including pinned bridle joints to secure the legs to the rails, turned legs, a white powder-coated aluminium seat plate, timber foot rails and a solid timber seat. ### Construction detailsThe Crop stool features a round solid timber seat gently chamfered and aligning with a powder-coated aluminium accent plate. The stool’s defining feature is a pinned bridle joint securing legs to rails which is delicately sliced – or cropped – to expose the end grain. The stool also features a solid 16mm timber foot rail. All stools are intricately hand-assembled, sanded and polished. The range of Crop stools a made from solid American Oak. ### Lead timesAll of these stools are hand made in Geelong, Victoria. We endeavour to have items in stock for immediate purchase. However, occasionally our stock is depleted – in which case – there is lead time of approximately 4-5 weeks on new stools. ### OrderingPlease specify your material selection, timber selection, stool height and choice of foot rails. ### CustomisingOur stools can be customised to your liking including timber species, customised colouring of the seat plate and foot rails, customised staining or painting of timber components. All customisations are POA pleasecontact usfor further details. ### Furnitureand objects for the home and office, authentically designed and manufactured in Australia. Finely crafted. Products for life. ### Relm Furniture49 Anomaly Street,Moolap, Victoria, Australia. ### info@relm.com.au ### Subscribe to receive updates, access to exclusive deals, and more."
https://apato.com.au/products/blest-chair,https://apato.com.au,BLEST Chair,"Your cart is empty ### Please provide us  the detail of your inquiry and one of our team member will get in touch with you with the as soon as possile. ### With “Blest” the starting point was a chair construction the designers Anderssen & Voll considered to be very Japanese: a sturdy seat that holds the main constructive strength and with the seat and back as additions. Ariake transformed this into a milled solid wood back attached to the seat by a finger joint. “Blkest” is a Norwegian word for wind – we think of the characteristic back piece a sail or a banner waving in the wind. ### W 410 x D 465 x H 750 / SH 455 mm ### Anderssen & Voll was established in the fall of 2009. Torbjørn Anderssen and Espen Voll were previously founders and running partners of the design group Norway Says. Anderssen & Voll works within various fields of design but focus on the domestic objects. Design at A & V means being receptive to cultural and market influences and applying this knowledge in forward-thinking ways to generate groundbreaking and desirable products for their clients. Anderssen & Voll have received several awards for their work; including Wallpaper Award, Red Dot Award, IF Award and Honorary Award for best Design in Norway. ### Ariake is a furniture brand founded by Legnatec and Hirata Chair, two factories from the furniture producing town of Morodomi in Saga prefecture, Japan. Named after the Ariake Sea in Southern Japan, Ariake means daybreak in Japanese. It symbolizes a new chapter for the two factories as they embark on a collaboration with international designers for the global market. 
  
It is our belief that strong working relationships are the foundation of good products. Furniture is made for social situations where people live, work and eat together. The creation of the Ariake brand and furniture designs were done over two intensive workshops in Morodomi where furniture designers, art director, photographer and craftsmen did the same – we lived, worked and ate together over. Despite language barriers, the designers and craftsmen generated a collective energy and mutual trust that helped define the soul of the brand. This resulted in a collection of furniture that utilizes the best of hand and machine, inspired by the spirituality of Japanese culture and urban living contexts.
  
We present to you a 30-piece collection made from oak, ash, hinoki, cedar, leather, paper cord, cotton canvas, upholstery and unique finishes such as sumi and indigo dye. Each piece is crafted in Morodomi, with furniture designs by Anderssen & Voll, Gabriel Tan, Keiji Ashizawa, Norm Architects, Note Design Studio, Shin Azumi, Staffan Holm, Zoe Mowat, Studio MK27, Photography Sebastian Stadler, Art Direction by AnnerPerrin. ### In the spirit of reconciliation, Apato acknowledges the Traditional Custodians of Country throughout Australia and their connections to land, sea and community. We pay our respect to their Elders past, present, and emerging; and extend that respect to all Aboriginal and Torres Strait Islander peoples today."
https://apato.com.au/products/outline-chair,https://apato.com.au,OUTLINE Chair,"Your cart is empty ### Please provide us  the detail of your inquiry and one of our team member will get in touch with you with the as soon as possile. ### While attending the Ariake design workshop in Saga – we found many interesting details within the factory, assembly line, storage and showroom. We choose to build this chair together with the craftsmen, taking bits and pieces from different items that had character and worked towards refining the proportions and details, creating an “Outline” drawing in 1:1 which was then used to produce the prototype. It was an enjoyable and effective work process with an outcome that has both classic and modern influences. ### W 480 x D 525 x H 830 / SH 450/470 mm ### Norm Architects was founded in 2008. The multidisciplinary design studio works within the fields of industrial design, residential architecture, commercial interiors, photography and art direction. Much like human well-being, the essence of Norm Architects’ work is found in balance — between richness and restraint, order and complexity.

Each project — whether in architecture, interiors, design or creative direction — is imbued with the same intrinsic quality: a simplicity that carries bigger ideas. Guided by the body and mind rather than by trends or technology, their projects explore ideas that not only look good, but feel good too: Architecture be- comes thoughtful, minimalism acquires softness and visual matter assumes haptic qualities. Their work is sharp and crisp, and exudes, tacitly, a focus on quality, details and durability. Situated in one of the oldest streets of Copenhagen, Denmark, the studio is respectful to its context here and build on the traditions of Scandinavian de- sign — of timeless aesthetics, natural materials and upholding modernist principles of restraint and refinement. Through exploring what it is that heightens the human senses regardless of personal preference, their projects strip spaces, objects, ideas and images back to their simplest form. Their expertise lies in finding the balance — when there’s nothing more to either add nor take away. ### Ariake is a furniture brand founded by Legnatec and Hirata Chair, two factories from the furniture producing town of Morodomi in Saga prefecture, Japan. Named after the Ariake Sea in Southern Japan, Ariake means daybreak in Japanese. It symbolizes a new chapter for the two factories as they embark on a collaboration with international designers for the global market. 
  
It is our belief that strong working relationships are the foundation of good products. Furniture is made for social situations where people live, work and eat together. The creation of the Ariake brand and furniture designs were done over two intensive workshops in Morodomi where furniture designers, art director, photographer and craftsmen did the same – we lived, worked and ate together over. Despite language barriers, the designers and craftsmen generated a collective energy and mutual trust that helped define the soul of the brand. This resulted in a collection of furniture that utilizes the best of hand and machine, inspired by the spirituality of Japanese culture and urban living contexts.
  
We present to you a 30-piece collection made from oak, ash, hinoki, cedar, leather, paper cord, cotton canvas, upholstery and unique finishes such as sumi and indigo dye. Each piece is crafted in Morodomi, with furniture designs by Anderssen & Voll, Gabriel Tan, Keiji Ashizawa, Norm Architects, Note Design Studio, Shin Azumi, Staffan Holm, Zoe Mowat, Studio MK27, Photography Sebastian Stadler, Art Direction by AnnerPerrin. ### In the spirit of reconciliation, Apato acknowledges the Traditional Custodians of Country throughout Australia and their connections to land, sea and community. We pay our respect to their Elders past, present, and emerging; and extend that respect to all Aboriginal and Torres Strait Islander peoples today."
https://relm.com.au/products/emma-round-dining,https://relm.com.au,Emma Round Dining,"Your cart is empty ### SKU:EMMA_1400R ### Introducing Emma – a solid American Oak round dining table. Emma features a centralised base so you can shuffle chairs around the entire perimeter of the table – without legs getting in the way. ### Select standard sized dining table from drop down above. For customised ordering, pleasecontact uswith your requirements. ### CustomisationThe Emma tables can be customised to suit your requirements. We can apply different coloured stains, adjust its dimensions and the material it is made from (different timbers). Pleasecontact uswith your customisation requirements for a detailed quote. ### Lead timesAll of these tables are hand made in Melbourne. The Emma tables are made-to-order and have a lead time of 6-8 weeks. ### Furnitureand objects for the home and office, authentically designed and manufactured in Australia. Finely crafted. Products for life. ### Relm Furniture49 Anomaly Street,Moolap, Victoria, Australia. ### info@relm.com.au ### Subscribe to receive updates, access to exclusive deals, and more."
https://relm.com.au/products/crop-stool-450mm,https://relm.com.au,Crop stool > 450mm,"Your cart is empty ### SKU:CRP.450.AOAK.W ### The 450mm white Crop stool features detailed timber joinery including pinned bridle joints to secure the legs to the rails, turned legs, a white powder-coated aluminium seat plate and a solid timber seat. ### Construction detailsThe Crop stool features a round solid timber seat gently chamfered and aligning with a powder-coated aluminium accent plate. The stool’s defining feature is a pinned bridle joint securing legs to rails which is delicately sliced – or cropped – to expose the end grain. All stools are intricately hand-assembled, sanded and polished. The range of Crop stools a made from solid American Oak. ### Lead timesAll of these stools are hand made in Geelong, Victoria. We endeavour to have items in stock for immediate purchase. However, occasionally our stock is depleted – in which case – there is lead time of approximately 4-5 weeks on new stools. ### OrderingPlease specify your material selection, timber selection, stool height and choice of foot rails. ### CustomisingOur stools can be customised to your liking including timber species, customised colouring of the seat plate and foot rails, customised staining or painting of timber components. All customisations are POA pleasecontact usfor further details. ### Furnitureand objects for the home and office, authentically designed and manufactured in Australia. Finely crafted. Products for life. ### Relm Furniture49 Anomaly Street,Moolap, Victoria, Australia. ### info@relm.com.au ### Subscribe to receive updates, access to exclusive deals, and more."
https://chansfurniture.com/products/60-traditional-style-cherry-wood-hopkinton-bathroom-sink-vanity-with-baltic-brown-top-gd-4437sb-60,https://chansfurniture.com,60 inch Antique Style Cherry Wood Hopkinton Bathroom Sink Vanity With Baltic Brown Top,"Need help? ### Enter your e-mail and password: ### New customer?Create your account ### Lost password?Recover password ### Enter your email: ### Remembered your password?Back to login ### Please fill in the information below: ### Already have an account?Login here ### Product Dimension:60""W x 22""D x 36""HProduct Weight: 253LBSProduct Specification ### Introducing the Sophisticated 60-inch Hopkinton Single Sink Vanity, the ideal choice for elevating your master bath with a luxurious touch. This impressive vanity showcases a solid wood construction and a rich cherry wood finish, exuding classic elegance that makes a bold statement in any bathroom. The meticulously crafted design features intricate detailing and soft edges that enhance the vanity's overall appeal. ### Built for lasting durability and style, this vanity offers ample storage with eight fully functional drawers, each equipped with full-extension ball-bearing drawer glides for smooth access. The natural color drawer interiors add an extra layer of sophistication and charm to this remarkable piece.Key Features: ### Included Components: ### Specification:Link:Product Specification ### Optional Add-Ons:Backsplash (4'' Inch tall): Available for $95.00 (Enhances look and protects walls)Matching Mirror Set (40 x 42""H): Available for $175.00 ### At Chansfurniture.com, we want you to be completely satisfied with your purchase. To ensure a hassle-free return experience, please review our comprehensive return policy guidelines below: ### Requests for a Return ### You have a 30-day window from the delivery date to request a return. To initiate a return, kindly reach out to our dedicated customer service team at 305-224-1991 or via email atinfo@chansfurniture.com. You'll need to obtain a Return Merchandise Authorization (RMA) number, and the item must be shipped back within 30 days of the original delivery. ### For your return to qualify for credit, the merchandise must be in its original condition and packaging. If the item was delivered on a pallet, it must be returned in the same manner. ### Please note that all returns are subject to inspection upon receipt. Once the merchandise is received and inspected, credit will be issued within 2-3 business days. ### Regular returns are subject to a 15% restocking fee, as well as return shipping fees. ### Items Not Eligible for ReturnCertain items are excluded from our return policy. These include: ### Merchandise returned beyond the 30-day window from the delivery date: Returns requested after the 30-day period from the delivery date will not be accepted. ### Discarded original packaging or improper packaging: Returned items must be in their original packaging. Any merchandise without its original packaging or improperly packaged will not qualify for a return. ### Merchandise that has been installed, scratched, dented, or is not in a new condition: Items that show signs of use, damage, or alteration, such as installation, scratches, dents, or being in a condition other than new, will not be eligible for return. ### Customer Responsibilities ### In cases of receiving the wrong merchandise, missing items, or damage upon delivery, it is crucial to report this within 48 hours to qualify for a cost-free replacement. Any damages to the shipping box must be noted on the bill of lading and reported to our Customer Support within the specified timeframe. ### Should you plan to install or use the merchandise at a later time, please inspect the item(s) within 48 hours of delivery and store them safely. Please note, if someone else signs for your order upon delivery, you assume responsibility. ### If returning the merchandise due to buyer’s remorse, you will be responsible for return shipping charges to the manufacturer’s/distributor's warehouse and a 15% restocking fee. Contact us to request a return shipping quote and label. ### For orders delivered via our Local Delivery service, customers are responsible for bringing or shipping the returned merchandise back to our warehouse for inspection, as our drivers are not authorized to perform merchandise inspections. ### Shipping Damage ### Inspect the Package:Upon delivery, carefully examine the package's exterior and note the box's condition. Your signature on the shipping courier’s forwarding receipt form acknowledges the merchandise's condition. If uncertain about the package's condition, contact us at 305-224-1991 during the delivery process for further instructions. ### Acceptance with Notation:If you observe any damage to the package or notice missing items, accept the shipment and clearly write ""Damaged or Missing Boxes"" on the shipping courier’s delivery receipt form. Once inside, conduct a thorough inspection of each item for damages or shortages. ### Notification Within 48 Hours:Please contact our Customer Service department within 48 hours by emailing pictures of the damaged item(s) and packaging toinfo@chansfurniture.com. Include a detailed description of the issue and your order number. Alternatively, you can call us at 305-224-1991 for guidance on filing a claim. ### Manufacturing Defects ### If you notice a manufacturing defect within 30 days of delivery, please email pictures or videos, along with a detailed description of the defect, toinfo@chansfurniture.com. Remember to include your order number in the subject field for expedited processing. ### Contact our Customer Service department at 305-224-1991 for assistance in filing a claim. We will promptly exchange defective parts at no cost or replace the merchandise as warranted. ### Merchandise returned as defective, later found not to be defective, will incur a 15% restocking charge, along with return shipping and handling charges. ### If a defect is discovered after 30 days from delivery, please contact the manufacturer directly for warranty information. We do not cover labor or other costs associated with product removal or installation, nor are we liable for incidental or consequential damages resulting from a product defect or its repair/exchange. ### Order Cancellations ### You may cancel your order for any reason before shipment for a full refund. Please contact our Customer Service representatives at 305-224-1991 to verify if the order can be successfully canceled. Once an order has been marked for shipment, cancellation may not be guaranteed, and fees may apply. We strive to expedite shipping for your convenience, so occasionally items may ship earlier than the estimated date quoted. Refunds for canceled orders will be issued within 2-3 business days to the original form of payment. ### Curbside Delivery ### Each shipment is thoroughly inspected in our warehouse to ensure your order is complete and accurate prior to delivery. ### Returns ### We take great pride in our customers' satisfaction. If for any reason you are not satisfied with your purchase, please review our returns policy to help make your return a seamless experience. ### Customer Support ### Monday - Friday9:30am - 6:00pm ### Email: info@chansfurniture.comPhone: +1-305-224-1991 ### Contact us now! ### Email: info@chansfurniture.comPhone: +1-305-224-1991 ### © Chans Furniture ### We Accept"
https://chansfurniture.com/products/46-inch-distressed-light-blue-farmhouse-sink-vanity-with-marble-countertop,https://chansfurniture.com,46 Inch Abbeville Farmhouse Style Distressed Blue Bathroom Vanity,"Need help? ### Enter your e-mail and password: ### New customer?Create your account ### Lost password?Recover password ### Enter your email: ### Remembered your password?Back to login ### Please fill in the information below: ### Already have an account?Login here ### Dimensions: 46.50 x 21.75 x 34"" H (Inc. Counter Top)Weight: 125Lbs ### Enhance your bathroom with the charm of the Distressed Light Blue Farmhouse Sink Vanity. This 46-inch vanity is crafted from solid birch wood and plywood veneer, featuring a shutter-style door for a rustic touch. The natural marble stone countertop adds a touch of luxury, complemented by a white undermount porcelain sink. Arriving fully assembled, this vanity offers a hassle-free setup with pre-installed sink and countertop. With ample storage space, this farmhouse-style vanity combines style and functionality to elevate your bathroom decor. ### At Chansfurniture.com, we want you to be completely satisfied with your purchase. To ensure a hassle-free return experience, please review our comprehensive return policy guidelines below: ### Requests for a Return ### You have a 30-day window from the delivery date to request a return. To initiate a return, kindly reach out to our dedicated customer service team at 305-224-1991 or via email atinfo@chansfurniture.com. You'll need to obtain a Return Merchandise Authorization (RMA) number, and the item must be shipped back within 30 days of the original delivery. ### For your return to qualify for credit, the merchandise must be in its original condition and packaging. If the item was delivered on a pallet, it must be returned in the same manner. ### Please note that all returns are subject to inspection upon receipt. Once the merchandise is received and inspected, credit will be issued within 2-3 business days. ### Regular returns are subject to a 15% restocking fee, as well as return shipping fees. ### Items Not Eligible for ReturnCertain items are excluded from our return policy. These include: ### Merchandise returned beyond the 30-day window from the delivery date: Returns requested after the 30-day period from the delivery date will not be accepted. ### Discarded original packaging or improper packaging: Returned items must be in their original packaging. Any merchandise without its original packaging or improperly packaged will not qualify for a return. ### Merchandise that has been installed, scratched, dented, or is not in a new condition: Items that show signs of use, damage, or alteration, such as installation, scratches, dents, or being in a condition other than new, will not be eligible for return. ### Customer Responsibilities ### In cases of receiving the wrong merchandise, missing items, or damage upon delivery, it is crucial to report this within 48 hours to qualify for a cost-free replacement. Any damages to the shipping box must be noted on the bill of lading and reported to our Customer Support within the specified timeframe. ### Should you plan to install or use the merchandise at a later time, please inspect the item(s) within 48 hours of delivery and store them safely. Please note, if someone else signs for your order upon delivery, you assume responsibility. ### If returning the merchandise due to buyer’s remorse, you will be responsible for return shipping charges to the manufacturer’s/distributor's warehouse and a 15% restocking fee. Contact us to request a return shipping quote and label. ### For orders delivered via our Local Delivery service, customers are responsible for bringing or shipping the returned merchandise back to our warehouse for inspection, as our drivers are not authorized to perform merchandise inspections. ### Shipping Damage ### Inspect the Package:Upon delivery, carefully examine the package's exterior and note the box's condition. Your signature on the shipping courier’s forwarding receipt form acknowledges the merchandise's condition. If uncertain about the package's condition, contact us at 305-224-1991 during the delivery process for further instructions. ### Acceptance with Notation:If you observe any damage to the package or notice missing items, accept the shipment and clearly write ""Damaged or Missing Boxes"" on the shipping courier’s delivery receipt form. Once inside, conduct a thorough inspection of each item for damages or shortages. ### Notification Within 48 Hours:Please contact our Customer Service department within 48 hours by emailing pictures of the damaged item(s) and packaging toinfo@chansfurniture.com. Include a detailed description of the issue and your order number. Alternatively, you can call us at 305-224-1991 for guidance on filing a claim. ### Manufacturing Defects ### If you notice a manufacturing defect within 30 days of delivery, please email pictures or videos, along with a detailed description of the defect, toinfo@chansfurniture.com. Remember to include your order number in the subject field for expedited processing. ### Contact our Customer Service department at 305-224-1991 for assistance in filing a claim. We will promptly exchange defective parts at no cost or replace the merchandise as warranted. ### Merchandise returned as defective, later found not to be defective, will incur a 15% restocking charge, along with return shipping and handling charges. ### If a defect is discovered after 30 days from delivery, please contact the manufacturer directly for warranty information. We do not cover labor or other costs associated with product removal or installation, nor are we liable for incidental or consequential damages resulting from a product defect or its repair/exchange. ### Order Cancellations ### You may cancel your order for any reason before shipment for a full refund. Please contact our Customer Service representatives at 305-224-1991 to verify if the order can be successfully canceled. Once an order has been marked for shipment, cancellation may not be guaranteed, and fees may apply. We strive to expedite shipping for your convenience, so occasionally items may ship earlier than the estimated date quoted. Refunds for canceled orders will be issued within 2-3 business days to the original form of payment. ### Curbside Delivery ### Each shipment is thoroughly inspected in our warehouse to ensure your order is complete and accurate prior to delivery. ### Returns ### We take great pride in our customers' satisfaction. If for any reason you are not satisfied with your purchase, please review our returns policy to help make your return a seamless experience. ### Customer Support ### Monday - Friday9:30am - 6:00pm ### Email: info@chansfurniture.comPhone: +1-305-224-1991 ### Contact us now! ### Email: info@chansfurniture.comPhone: +1-305-224-1991 ### © Chans Furniture ### We Accept"
https://thebanyantree.com.au/products/gbwethnicraftnordic2drawerconsole,https://thebanyantree.com.au,ETHNICRAFT OAK NORDIC CONSOLE LARGE,"ETHNICRAFT OAK NORDIC CONSOLE LARGE ### European timbers following the same principles as those of the Teak range, and designed in Belgium to exacting international trends, the furniture range is timeless and will enhance any room. ### To highlight the beauty of natural solid wood, specifically chose European oak wood with naturally occurring splits and knots, make each piece unique. ### D: W1600 x D400 x H850mm ### Colour: Natural Oak ### * Please contact showroom for stock enquiries* ### The Banyan Tree requires astreet addressfor all deliveries, unfortunatelywe do not deliver to PO boxes. Deliveries are ONLY door to doorand not brought into the premise unless stated otherwise. ### Please note that rubbish removal, assembly, placement or unpacking of goods arenot includedin your shipping quote unless stated otherwise. ### PLEASE NOTE THIS IS FOR FULL PRICE ITEMS ONLY. ### Forsale items, we will contact you directly and provide a quote at competitive prices, however this only applies to metro areas within Australia. We want to ensure your goods arrive safely and with the least chance of damage, so in most cases we will use specialised furniture couriers which may come at a higher price. ### If for any reason you cannot be present to accept delivery or if you wish for goods to be left in a safe place unattended, you must clearly make note of this when placing your order. Note:Authority to leavegoods unattended will void all transit insurance claims. The Banyan Tree is not liable for theft, damages or loss resulting from your goods being left unattended. ### *In the occurrence of a faulty item please report it to us within 48 hours of receiving the item. ### Pick upfrom our Camberwell Showroom is always an option, and it’s free!Customer pickups on large pieces are done so at the bearer's responsibility and damage claims will not be accepted. ### Lead timescan vary depending on the item, from as little as 1 week or as long as 16 weeks depending on manufacturing and shipping times. An order confirmation will be sent to your email immediately after you place your order, and you will be further advised within 2-5 business days on an estimated time of arrival for your item(s). ### We will strive to deliver your items within the specified timeframe, however please note that lead times are an estimate only and they may change due to circumstances beyond our control. ### We hope you love your Banyan Tree purchase, however, we understand if you change your mind when it arrives or if the piece doesn't quite fit as you hoped! ### If you are unhappy with the product you have purchased(exclusions apply)you may return the item(s) and are entitled to a full refund, minus shipping, handling charges, and insurance costs, from and to The Banyan Tree, within 14 days. ### Please note: arestocking fee of 30%will be applicable onchange of mind returnsfor bulky items.This amount will cover the reasonable costs of ordering stock in for you, as ordered items unfortunately cannot be returned to the manufacturer. ### Returned items must be in their original packagingand condition, with all hardware, fixtures and accessories, and must not be used or altered in any way. ### Unfortunately, there is no refund, exchange, or cancellation available on custom, made to order and special order items. ### All return requests must be raised within 14 daysof the date you received your order, please check the exclusions list to see if your item is eligible, and then see the below articles for the returns process for change of mind, or faulty/damaged returns. ### Return postage will be at the buyers expense unless stated otherwise. ### In the occurrence of a faulty item please report it to us within48 hoursof receiving your order. We will always endeavour to offer a replacement however in the rare occasion that we are unable to supply a replacement, a store credit (in some cases a refund) will be issued. ### Sale items (if applicable):Unfortunately sale items cannot be returned, exchanged or refunded. ### Sign up! ### Subscribe to be the first to hear about special offers, giveaways, and once-in-a-lifetime deals! ### GET IN TOUCH! ### Melbourne Showroom: ### 1359 Toorak Road Camberwell Victoria 3124 ### camberwell@thebanyantree.com.au ### (03) 9809 4955 ### © 2024 The Banyan Tree Furniture & Homewares ### Subscribe to our newsletter and get10% offyour first purchase! Stay updated with the latest products and exclusive deals. Don’t miss out on this fantastic opportunity to save! ### *Exclusions apply."
https://classicwithatwist.com.au/products/alize-sunlounger,https://classicwithatwist.com.au,ALIZE SUNLOUNGER,"Tectona ### Fermob ### Sika Design ### Pappelina ### Tanora ### Made in the Shade ### Tectona ### Fermob ### Sika Design ### Pappelina ### Tanora ### Made in the Shade ### Cart ### Your cart is empty ### Color ### Size ### Brand ### Size ### Brand ### ALIZE SUNLOUNGER ### 14-NUTMEG / L:190 W:80 H:32 / Fermob ### 731 HIGH ST ### 731 HIGH STARMADALE VIC 3143Australia ### Contact Us ### Get in touch ### Reach out via our Contact Us page or give our friendly team a call on+61 3 9510 4561. There's no such thing as a stupid question, so don't hesitate. ### Address:731-733 High St, Armadale VIC 3143Email:info@classicwithatwist.com.au ### Contact Us ### Get in touch ### Reach out via our Contact Us page or give our friendly team a call on+61 3 9510 4561. There's no such thing as a stupid question, so don't hesitate. ### Address:731-733 High St, Armadale VIC 3143Email:info@classicwithatwist.com.au ### This sleek, stylish sun lounger is ideal for poolside or terrace relaxation. Designed by Pascal Mourgue, the Alize sun lounger can be personalised for your maximum comfort, with 5 adjustable backrest settings and 2 adjustable positions for the footrest. Made from aluminium and tear proof Outdoor Technical Fabric (OTF) it is designed to withstand the challenges of outdoor use and is shape retentive, stain and mould resistant. ### Easy to move with integrated wheels, the Alize sun lounger allows you to lie back with your feet up and a book to embrace the sunshine or shade. Enhance the look and practicality with the Alize small low table or Offset low table in a lovely pop of colour! ### Designed by:Pascal Morgue ### Dimensions:W:80 L:190 cm Wt:13.5Kg ### Technical specifications: ### Adjustable backrest - 5 positions (34-57-68-76-82 cm) ### Adjustable footrest - 2 positions ### Aluminium frame with Anti - UV powder coating ### Integrated wheels ### Stackable X 15 for easy storage ### Made in France ### *Batyline Outdoor technical fabric (OTF) is tear proof, shape retentive, resistant to stains and mouldEnvironment:an environmentally friendly choice 98% of all aluminium is now recycled worldwide. Fermob is committed to manufacturing furniture that is fully recyclable and recycled. In addition, they use ecological paint that protects both the environment and your health. The powder paints used by Fermob contain no solvents and are applied in a zero-waste facility. ### Classic with a twist ### Shop our unique range of designer outdoor furniture and homewares, available online and in our exciting and innovative Melbourne showroom. ### Phone:+61 3 9510 4561Address:731-733 High St, Armadale VIC 3143Email:info@classicwithatwist.com.au ### SUPPORT ### JOIN US ### Be the first to discover new arrivals, latest trends, offers and inspiration. ### Follow us ### Classic with a Twist is proud to acknowledge the Wurundjeri Woi Wurrung people as traditional custodians of the land and we pay respect to all Aboriginal and Torres Strait Islanders, past, present and emerging."
https://thebanyantree.com.au/products/gbwethnicraft4doorbuffet,https://thebanyantree.com.au,ETHNICRAFT OAK NORDIC 4 DOOR SIDEBOARD,"ETHNICRAFT OAK NORDIC 4 DOOR SIDEBOARD ### European timbers following the same principles as those of the Teak range, and designed in Belgium to exacting international trends, the furniture range is timeless and will enhance any room. ### To highlight the beauty of natural solid wood, specifically chose European oak wood with naturally occurring splits and knots, make each piece unique. ### 4 door sideboardColour: Natural Oak ### * Please contact showroom for stock enquiries* ### The Banyan Tree requires astreet addressfor all deliveries, unfortunatelywe do not deliver to PO boxes. Deliveries are ONLY door to doorand not brought into the premise unless stated otherwise. ### Please note that rubbish removal, assembly, placement or unpacking of goods arenot includedin your shipping quote unless stated otherwise. ### PLEASE NOTE THIS IS FOR FULL PRICE ITEMS ONLY. ### Forsale items, we will contact you directly and provide a quote at competitive prices, however this only applies to metro areas within Australia. We want to ensure your goods arrive safely and with the least chance of damage, so in most cases we will use specialised furniture couriers which may come at a higher price. ### If for any reason you cannot be present to accept delivery or if you wish for goods to be left in a safe place unattended, you must clearly make note of this when placing your order. Note:Authority to leavegoods unattended will void all transit insurance claims. The Banyan Tree is not liable for theft, damages or loss resulting from your goods being left unattended. ### *In the occurrence of a faulty item please report it to us within 48 hours of receiving the item. ### Pick upfrom our Camberwell Showroom is always an option, and it’s free!Customer pickups on large pieces are done so at the bearer's responsibility and damage claims will not be accepted. ### Lead timescan vary depending on the item, from as little as 1 week or as long as 16 weeks depending on manufacturing and shipping times. An order confirmation will be sent to your email immediately after you place your order, and you will be further advised within 2-5 business days on an estimated time of arrival for your item(s). ### We will strive to deliver your items within the specified timeframe, however please note that lead times are an estimate only and they may change due to circumstances beyond our control. ### We hope you love your Banyan Tree purchase, however, we understand if you change your mind when it arrives or if the piece doesn't quite fit as you hoped! ### If you are unhappy with the product you have purchased(exclusions apply)you may return the item(s) and are entitled to a full refund, minus shipping, handling charges, and insurance costs, from and to The Banyan Tree, within 14 days. ### Please note: arestocking fee of 30%will be applicable onchange of mind returnsfor bulky items.This amount will cover the reasonable costs of ordering stock in for you, as ordered items unfortunately cannot be returned to the manufacturer. ### Returned items must be in their original packagingand condition, with all hardware, fixtures and accessories, and must not be used or altered in any way. ### Unfortunately, there is no refund, exchange, or cancellation available on custom, made to order and special order items. ### All return requests must be raised within 14 daysof the date you received your order, please check the exclusions list to see if your item is eligible, and then see the below articles for the returns process for change of mind, or faulty/damaged returns. ### Return postage will be at the buyers expense unless stated otherwise. ### In the occurrence of a faulty item please report it to us within48 hoursof receiving your order. We will always endeavour to offer a replacement however in the rare occasion that we are unable to supply a replacement, a store credit (in some cases a refund) will be issued. ### Sale items (if applicable):Unfortunately sale items cannot be returned, exchanged or refunded. ### Sign up! ### Subscribe to be the first to hear about special offers, giveaways, and once-in-a-lifetime deals! ### GET IN TOUCH! ### Melbourne Showroom: ### 1359 Toorak Road Camberwell Victoria 3124 ### camberwell@thebanyantree.com.au ### (03) 9809 4955 ### © 2024 The Banyan Tree Furniture & Homewares ### Subscribe to our newsletter and get10% offyour first purchase! Stay updated with the latest products and exclusive deals. Don’t miss out on this fantastic opportunity to save! ### *Exclusions apply."
